keyword,year,month,field_previous,field,count
organizational commitment,2022,8,관광학,경영학,1
organizational commitment,2022,8,교육학,행정학,1
organizational commitment,2022,8,행정학,교육학,1
organizational commitment,2022,9,관광학,경영학,1
organizational commitment,2022,9,교육학,관광학,1
organizational commitment,2022,10,경영학,관광학,2
organizational commitment,2022,10,관광학,경영학,1
organizational commitment,2022,11,관광학,행정학,1
organizational commitment,2022,12,경영학,신문방송학,1
organizational commitment,2022,12,신문방송학,지리학,1
organizational commitment,2022,12,지리학,교육학,1
organizational commitment,2022,12,행정학,경영학,1
organizational commitment,2023,1,교육학,행정학,1
organizational commitment,2023,2,경영학,관광학,1
organizational commitment,2023,2,관광학,경영학,1
organizational commitment,2023,2,관광학,교육학,1
organizational commitment,2023,2,교육학,행정학,1
organizational commitment,2023,2,행정학,관광학,1
organizational commitment,2023,3,사회과학 일반,행정학,1
organizational commitment,2023,3,행정학,사회과학 일반,1
organizational commitment,2023,4,행정학,관광학,1
organizational commitment,2023,5,관광학,경영학,1
organizational commitment,2023,6,경영학,교육학,1
organizational commitment,2023,6,교육학,사회학,1
organizational commitment,2023,8,경영학,무역학,1
organizational commitment,2023,8,무역학,사회학,1
organizational commitment,2023,8,사회학,경영학,1
organizational commitment,2023,8,사회학,행정학,1
organizational commitment,2023,8,행정학,교육학,1
organizational commitment,2023,9,교육학,경영학,1
organizational commitment,2023,10,경영학,관광학,1
organizational commitment,2023,11,경영학,교육학,1
organizational commitment,2023,11,관광학,경영학,1
organizational commitment,2023,12,경영학,지리학,1
organizational commitment,2023,12,교육학,경영학,1
organizational commitment,2023,12,지리학,행정학,1
organizational commitment,2024,2,행정학,경영학,1
organizational commitment,2024,3,경영학,행정학,1
organizational commitment,2024,4,경영학,관광학,1
organizational commitment,2024,4,행정학,경영학,1
organizational commitment,2024,6,경영학,관광학,2
organizational commitment,2024,6,관광학,경영학,2
organizational commitment,2024,6,관광학,지리학,1
organizational commitment,2024,6,사회학,행정학,1
organizational commitment,2024,6,지리학,사회학,1
organizational commitment,2024,8,경영학,무역학,1
organizational commitment,2024,8,교육학,행정학,1
organizational commitment,2024,8,무역학,교육학,1
organizational commitment,2024,8,행정학,경영학,1
organizational commitment,2024,8,행정학,사회학,1
organizational commitment,2024,9,사회학,경영학,1
organizational commitment,2024,10,경영학,관광학,1
organizational commitment,2024,10,경영학,사회과학 일반,1
organizational commitment,2024,10,관광학,경영학,1
organizational commitment,2024,12,경영학,행정학,1
organizational commitment,2024,12,관광학,사회과학 일반,1
organizational commitment,2024,12,사회과학 일반,경영학,1
organizational commitment,2024,12,사회과학 일반,관광학,1
organizational commitment,2025,2,경영학,행정학,1
organizational commitment,2025,2,행정학,경영학,1
organizational commitment,2025,2,행정학,교육학,1
organizational commitment,2025,3,경영학,행정학,1
organizational commitment,2025,3,교육학,경영학,1
organizational commitment,2025,4,사회과학 일반,교육학,1
organizational commitment,2025,4,행정학,사회과학 일반,1
organizational commitment,2025,5,경영학,지리학,1
organizational commitment,2025,5,교육학,경영학,1
organizational commitment,2025,5,사회학,행정학,1
organizational commitment,2025,5,지리학,사회학,1
organizational commitment,2025,6,경영학,행정학,1
organizational commitment,2025,6,사회과학 일반,경영학,1
organizational commitment,2025,6,행정학,사회과학 일반,1
organizational commitment,2025,8,경영학,관광학,1
organizational commitment,2025,8,경영학,사회학,1
organizational commitment,2025,8,관광학,경영학,1
organizational commitment,2025,8,사회학,행정학,1
organizational commitment,2025,8,행정학,경영학,1
organizational commitment,2025,8,행정학,사회학,1
organizational commitment,2025,9,사회학,정치외교학,1
organizational commitment,2025,10,정치외교학,교육학,1
organizational commitment,2025,11,교육학,사회학,1
organizational communication,2021,11,사회과학 일반,행정학,1
organizational communication,2022,1,행정학,관광학,1
organizational communication,2022,2,관광학,신문방송학,1
organizational communication,2022,2,신문방송학,교육학,1
organizational communication,2022,6,교육학,경영학,1
organizational communication,2023,2,경영학,행정학,1
organizational communication,2023,4,행정학,경영학,1
organizational communication,2025,6,경영학,사회학,1
organizational culture,2021,2,교육학,행정학,1
organizational culture,2021,2,무역학,교육학,1
organizational culture,2021,2,행정학,교육학,1
organizational culture,2021,5,교육학,경영학,1
organizational culture,2021,7,경영학,행정학,1
organizational culture,2021,8,행정학,사회학,1
organizational culture,2021,9,사회학,경영학,1
organizational culture,2021,10,경영학,관광학,1
organizational culture,2021,10,관광학,경영학,1
organizational culture,2021,11,경영학,관광학,1
organizational culture,2021,11,관광학,사회과학 일반,1
organizational culture,2021,11,사회과학 일반,법학,1
organizational culture,2021,12,경영학,관광학,1
organizational culture,2021,12,관광학,무역학,1
organizational culture,2021,12,군사학,사회학,1
organizational culture,2021,12,무역학,군사학,1
organizational culture,2021,12,법학,경영학,1
organizational culture,2022,1,사회학,관광학,1
organizational culture,2022,2,관광학,사회학,1
organizational culture,2022,2,사회학,행정학,1
organizational culture,2022,4,경영학,사회과학 일반,1
organizational culture,2022,4,행정학,경영학,1
organizational culture,2022,5,사회과학 일반,관광학,1
organizational culture,2022,8,관광학,교육학,1
organizational culture,2022,9,경영학,행정학,1
organizational culture,2022,9,교육학,경영학,1
organizational culture,2022,11,행정학,교육학,1
organizational culture,2022,12,교육학,사회학,2
organizational culture,2022,12,사회학,교육학,1
organizational culture,2023,2,경영학,행정학,1
organizational culture,2023,2,사회과학 일반,경영학,1
organizational culture,2023,2,사회학,사회과학 일반,1
organizational culture,2023,3,행정학,사회학,1
organizational culture,2023,4,경영학,행정학,1
organizational culture,2023,4,사회학,경영학,1
organizational culture,2023,6,경영학,행정학,1
organizational culture,2023,6,행정학,경영학,1
organizational culture,2023,9,행정학,사회학,1
organizational culture,2023,10,사회학,관광학,1
organizational culture,2023,11,관광학,사회학,1
organizational culture,2023,11,사회학,행정학,1
organizational culture,2023,12,사회과학 일반,교육학,1
organizational culture,2023,12,행정학,사회과학 일반,1
organizational culture,2024,2,경영학,행정학,1
organizational culture,2024,2,교육학,경영학,1
organizational culture,2024,2,교육학,사회학,1
organizational culture,2024,2,행정학,교육학,1
organizational culture,2024,3,경영학,교육학,1
organizational culture,2024,3,사회학,경영학,1
organizational culture,2024,4,경영학,지리학,1
organizational culture,2024,4,교육학,경영학,1
organizational culture,2024,6,지리학,행정학,1
organizational culture,2024,10,행정학,교육학,1
organizational culture,2024,11,교육학,사회학,1
organizational culture,2024,12,사회학,경영학,1
organizational culture,2025,4,경영학,신문방송학,1
organizational culture,2025,4,신문방송학,교육학,1
organizational culture,2025,5,교육학,사회학,1
organizational culture,2025,6,사회학,행정학,1
organizational culture,2025,8,경영학,사회과학 일반,1
organizational culture,2025,8,무역학,지리학,1
organizational culture,2025,8,사회과학 일반,무역학,1
organizational culture,2025,8,사회학,교육학,1
organizational culture,2025,8,지리학,사회학,1
organizational culture,2025,8,행정학,경영학,1
organizational culture,2025,9,교육학,경영학,1
organizational culture,2025,11,경영학,지리학,1
organizational culture,2025,11,지리학,사회학,1
organizational cynicism,2021,9,교육학,관광학,1
organizational cynicism,2021,11,관광학,경영학,1
organizational cynicism,2022,4,경영학,관광학,1
organizational cynicism,2022,6,관광학,경영학,1
organizational cynicism,2023,4,경영학,관광학,1
organizational cynicism,2023,6,관광학,경영학,1
organizational cynicism,2024,6,경영학,행정학,1
organizational cynicism,2024,8,행정학,교육학,1
organizational cynicism,2025,4,교육학,경영학,1
organizational effectiveness,2021,2,지리학,사회학,1
organizational effectiveness,2021,6,관광학,경영학,1
organizational effectiveness,2021,6,사회학,관광학,1
organizational effectiveness,2021,9,경영학,관광학,1
organizational effectiveness,2021,9,관광학,행정학,1
organizational effectiveness,2021,11,행정학,관광학,1
organizational effectiveness,2021,12,관광학,행정학,1
organizational effectiveness,2022,3,행정학,관광학,1
organizational effectiveness,2022,4,관광학,사회과학 일반,1
organizational effectiveness,2022,4,사회과학 일반,교육학,1
organizational effectiveness,2022,5,교육학,경영학,1
organizational effectiveness,2022,8,경영학,사회학,1
organizational effectiveness,2022,9,사회학,관광학,1
organizational effectiveness,2022,10,관광학,경영학,1
organizational effectiveness,2022,11,경영학,관광학,1
organizational effectiveness,2022,11,관광학,교육학,1
organizational effectiveness,2022,12,교육학,사회과학 일반,1
organizational effectiveness,2022,12,사회과학 일반,행정학,1
organizational effectiveness,2023,4,경영학,행정학,1
organizational effectiveness,2023,4,행정학,경영학,1
organizational effectiveness,2023,9,행정학,경영학,1
organizational effectiveness,2023,12,경영학,관광학,1
organizational effectiveness,2024,1,관광학,사회학,1
organizational effectiveness,2024,3,사회학,경영학,1
organizational effectiveness,2024,4,경영학,사회학,1
organizational effectiveness,2024,12,경영학,행정학,1
organizational effectiveness,2024,12,사회학,경영학,1
organizational effectiveness,2025,2,경영학,교육학,1
organizational effectiveness,2025,2,교육학,행정학,1
organizational effectiveness,2025,2,행정학,경영학,1
organizational effectiveness,2025,4,행정학,교육학,1
organizational effectiveness,2025,6,교육학,관광학,1
organizational effectiveness,2025,9,경영학,행정학,1
organizational effectiveness,2025,9,관광학,경영학,1
organizational fairness,2021,9,관광학,행정학,1
organizational fairness,2022,3,행정학,관광학,1
organizational fairness,2022,10,관광학,사회과학 일반,1
organizational fairness,2022,12,관광학,행정학,1
organizational fairness,2022,12,사회과학 일반,관광학,1
organizational fairness,2023,6,행정학,경영학,1
organizational fairness,2023,8,경영학,사회학,1
organizational fairness,2023,12,사회학,행정학,1
organizational fairness,2024,4,행정학,관광학,1
organizational fairness,2024,6,관광학,행정학,1
organizational identification,2021,6,경영학,관광학,1
organizational identification,2021,8,관광학,경영학,1
organizational identification,2023,6,경영학,행정학,1
organizational identification,2023,9,행정학,경영학,1
organizational identification,2024,1,경영학,관광학,1
organizational identification,2024,2,관광학,무역학,1
organizational identification,2024,4,무역학,경영학,1
organizational justice,2021,8,경영학,사회과학 일반,1
organizational justice,2021,8,관광학,경영학,1
organizational justice,2021,8,사회과학 일반,행정학,1
organizational justice,2021,10,행정학,교육학,1
organizational justice,2022,8,교육학,경영학,1
organizational justice,2022,10,경영학,정치외교학,1
organizational justice,2022,10,정치외교학,관광학,1
organizational justice,2022,11,관광학,교육학,1
organizational justice,2022,12,교육학,사회과학 일반,1
organizational justice,2022,12,사회과학 일반,경영학,1
organizational justice,2023,5,경영학,지리학,1
organizational justice,2023,8,지리학,행정학,1
organizational justice,2023,8,행정학,사회학,1
organizational justice,2023,12,사회학,경영학,1
organizational justice,2024,8,경영학,지리학,1
organizational justice,2024,12,경영학,행정학,1
organizational justice,2024,12,지리학,경영학,1
organizational justice,2025,3,경영학,행정학,1
organizational justice,2025,3,행정학,경영학,1
organizational justice,2025,4,행정학,경영학,1
organizational justice,2025,6,경영학,행정학,1
organizational justice,2025,10,행정학,경영학,1
organizational justice,2025,11,경영학,사회학,1
organizational learning,2021,6,경영학,지리학,1
organizational learning,2021,9,지리학,경영학,1
organizational learning,2022,2,경영학,사회과학 일반,1
organizational learning,2022,4,사회과학 일반,경영학,1
organizational learning,2023,3,경영학,행정학,1
organizational learning,2023,8,행정학,경영학,1
organizational learning,2024,8,경영학,무역학,1
organizational learning,2024,11,무역학,행정학,1
organizational learning,2025,7,행정학,경영학,1
organizational learning,2025,8,경영학,행정학,1
organizational learning,2025,9,행정학,경영학,1
organizational performance,2021,11,행정학,지리학,1
organizational performance,2021,12,관광학,행정학,1
organizational performance,2021,12,지리학,관광학,1
organizational performance,2022,1,관광학,행정학,1
organizational performance,2022,1,행정학,관광학,1
organizational performance,2022,3,행정학,사회학,1
organizational performance,2022,4,경영학,관광학,1
organizational performance,2022,4,사회학,경영학,1
organizational performance,2022,6,관광학,행정학,1
organizational performance,2022,8,경영학,행정학,1
organizational performance,2022,8,사회과학 일반,경영학,1
organizational performance,2022,8,행정학,사회과학 일반,1
organizational performance,2022,9,경영학,행정학,1
organizational performance,2022,9,행정학,경영학,1
organizational performance,2022,9,행정학,사회학,1
organizational performance,2022,10,관광학,경영학,1
organizational performance,2022,10,사회학,관광학,1
organizational performance,2022,12,경영학,관광학,1
organizational performance,2023,1,관광학,행정학,1
organizational performance,2023,4,경영학,무역학,1
organizational performance,2023,4,행정학,경영학,1
organizational performance,2023,6,무역학,행정학,1
organizational performance,2023,8,경영학,행정학,1
organizational performance,2023,8,행정학,경영학,1
organizational performance,2023,9,경영학,행정학,1
organizational performance,2023,9,행정학,경영학,1
organizational performance,2024,4,행정학,지리학,1
organizational performance,2024,6,지리학,교육학,1
organizational performance,2024,8,교육학,경영학,1
organizational performance,2024,9,경영학,행정학,1
organizational performance,2024,12,경영학,행정학,1
organizational performance,2024,12,행정학,경영학,1
organizational performance,2025,2,경영학,지리학,1
organizational performance,2025,2,지리학,행정학,1
organizational performance,2025,2,행정학,경영학,1
organizational performance,2025,4,행정학,경영학,1
organizational performance,2025,5,경영학,사회학,1
organizational performance,2025,8,경영학,지리학,1
organizational performance,2025,8,사회학,경영학,1
organizational silence,2021,6,경영학,사회학,1
organizational silence,2021,8,사회과학 일반,행정학,1
organizational silence,2021,8,사회학,사회과학 일반,1
organizational silence,2021,9,행정학,정치외교학,1
organizational silence,2022,10,정치외교학,경영학,1
organizational silence,2023,2,경영학,행정학,1
organizational silence,2023,3,관광학,행정학,1
organizational silence,2023,3,행정학,관광학,1
organizational silence,2024,2,행정학,사회학,1
organizational silence,2024,4,사회학,사회과학 일반,1
organizational silence,2024,9,사회과학 일반,행정학,1
organizational silence,2025,11,행정학,사회학,1
organizational structure,2022,2,지리학,경영학,1
organizational structure,2023,2,경영학,사회과학 일반,1
organizational structure,2023,6,경영학,교육학,1
organizational structure,2023,6,사회과학 일반,경영학,1
organizational structure,2023,12,교육학,경영학,1
organizational structure,2024,10,경영학,교육학,1
organizational structure,2025,2,교육학,행정학,1
organizational structure,2025,3,행정학,경영학,1
organizational structure,2025,8,경영학,사회학,1
organizational trust,2021,3,경영학,관광학,1
organizational trust,2021,6,경영학,관광학,1
organizational trust,2021,6,관광학,경영학,2
organizational trust,2021,8,경영학,사회과학 일반,1
organizational trust,2021,9,경영학,행정학,1
organizational trust,2021,9,사회과학 일반,경영학,1
organizational trust,2021,11,행정학,관광학,1
organizational trust,2022,1,관광학,행정학,1
organizational trust,2022,2,행정학,경영학,1
organizational trust,2022,4,경영학,관광학,1
organizational trust,2022,6,관광학,행정학,1
organizational trust,2022,8,행정학,신문방송학,1
organizational trust,2022,9,신문방송학,관광학,1
organizational trust,2022,10,관광학,경영학,1
organizational trust,2022,12,경영학,신문방송학,1
organizational trust,2023,2,신문방송학,관광학,1
organizational trust,2023,4,관광학,경영학,1
organizational trust,2023,6,경영학,행정학,1
organizational trust,2023,8,경영학,관광학,1
organizational trust,2023,8,관광학,경영학,1
organizational trust,2023,8,행정학,경영학,1
organizational trust,2023,9,경영학,관광학,1
organizational trust,2023,9,관광학,경영학,1
organizational trust,2025,5,경영학,관광학,1
orientation,2021,6,경제학,신문방송학,1
orientation,2021,10,신문방송학,경영학,1
orientation,2021,12,경영학,지리학,1
orientation,2021,12,지리학,군사학,1
orientation,2022,2,군사학,법학,1
orientation,2022,4,법학,지리학,1
orientation,2022,6,지리학,법학,1
orientation,2023,3,법학,지리학,1
orientation,2023,4,지리학,사회학,1
orientation,2023,7,사회학,신문방송학,1
orientation,2023,8,신문방송학,법학,1
orientation,2024,8,법학,경영학,1
orientation,2025,6,경영학,군사학,1
orientation,2025,8,군사학,경제학,1
oriented,2022,5,경제학,법학,1
oriented,2023,8,법학,경제학,1
oriented,2023,10,경제학,군사학,1
oriented,2023,12,군사학,법학,1
origin,2021,2,무역학,군사학,1
origin,2021,3,군사학,사회과학 일반,1
origin,2021,3,사회과학 일반,법학,1
origin,2023,7,법학,경제학,1
origin,2023,12,경제학,관광학,1
origin,2024,5,관광학,법학,1
originality,2021,9,경영학,교육학,1
originality,2022,3,교육학,법학,1
originality,2022,12,경영학,법학,1
originality,2022,12,법학,경영학,1
originality,2025,12,법학,신문방송학,1
ota,2022,9,관광학,법학,1
ota,2022,12,법학,사회과학 일반,1
ota,2024,12,법학,행정학,1
ota,2024,12,사회과학 일반,법학,1
ota,2025,2,행정학,관광학,1
ota,2025,11,관광학,사회과학 일반,1
other,2021,2,경제학,법학,1
other,2021,5,법학,사회과학 일반,1
other,2021,6,사회과학 일반,법학,1
other,2022,4,법학,사회과학 일반,1
other,2022,6,사회과학 일반,법학,1
other,2023,12,법학,인류학,1
other,2024,2,인류학,법학,1
other,2024,8,법학,정치외교학,1
other,2024,8,정치외교학,법학,1
other,2024,12,법학,정치외교학,1
other,2024,12,정치외교학,법학,1
ott,2021,3,경영학,신문방송학,1
ott,2021,9,신문방송학,법학,1
ott,2021,11,법학,신문방송학,1
ott,2021,12,경영학,사회학,1
ott,2021,12,사회학,행정학,1
ott,2021,12,신문방송학,경영학,1
ott,2022,1,경영학,신문방송학,1
ott,2022,1,행정학,경영학,1
ott,2022,4,신문방송학,법학,1
ott,2022,8,법학,사회과학 일반,1
ott,2022,9,경영학,신문방송학,1
ott,2022,9,사회과학 일반,경영학,1
ott,2022,11,신문방송학,법학,1
ott,2022,12,경영학,신문방송학,1
ott,2022,12,법학,경영학,1
ott,2023,2,경영학,신문방송학,1
ott,2023,2,신문방송학,경영학,1
ott,2023,3,경영학,신문방송학,1
ott,2023,3,신문방송학,경영학,1
ott,2023,4,신문방송학,행정학,1
ott,2023,4,행정학,사회학,1
ott,2023,6,경영학,신문방송학,1
ott,2023,6,사회학,경영학,1
ott,2023,8,신문방송학,법학,1
ott,2023,9,법학,신문방송학,1
ott,2023,9,신문방송학,행정학,1
ott,2023,10,사회과학 일반,신문방송학,1
ott,2023,10,행정학,사회과학 일반,1
ott,2023,12,경영학,신문방송학,1
ott,2023,12,신문방송학,경영학,1
ott,2023,12,신문방송학,행정학,1
ott,2024,1,행정학,관광학,1
ott,2024,2,관광학,신문방송학,1
ott,2024,4,법학,사회학,1
ott,2024,4,신문방송학,법학,1
ott,2024,5,사회학,신문방송학,1
ott,2024,6,경영학,행정학,1
ott,2024,6,신문방송학,경영학,1
ott,2024,8,무역학,신문방송학,1
ott,2024,8,사회과학 일반,무역학,1
ott,2024,8,행정학,사회과학 일반,1
ott,2024,9,신문방송학,경영학,1
ott,2024,10,경영학,신문방송학,1
ott,2024,12,신문방송학,경영학,1
ott,2025,3,경영학,신문방송학,1
ott,2025,4,신문방송학,사회학,1
ott,2025,5,사회학,신문방송학,1
ott,2025,6,신문방송학,경영학,1
ott,2025,7,경영학,신문방송학,1
ott,2025,8,신문방송학,사회학,1
ott,2025,9,경영학,신문방송학,1
ott,2025,9,사회학,경영학,1
ott,2025,10,신문방송학,사회과학 일반,1
ott,2025,11,사회과학 일반,신문방송학,1
ott platform,2023,4,경영학,신문방송학,1
ott platform,2023,8,무역학,신문방송학,1
ott platform,2023,8,신문방송학,무역학,1
ott platform,2024,6,신문방송학,경영학,1
ott platform,2025,7,경영학,신문방송학,1
ott platform,2025,9,경영학,신문방송학,1
ott platform,2025,9,신문방송학,경영학,1
ott service,2021,12,경영학,신문방송학,1
ott service,2021,12,신문방송학,사회학,1
ott service,2022,1,사회학,경영학,1
ott service,2022,8,경영학,사회과학 일반,1
ott service,2022,9,사회과학 일반,신문방송학,1
ott service,2023,2,신문방송학,관광학,1
ott service,2023,4,관광학,경영학,1
ott service,2024,2,경영학,무역학,1
ott service,2024,4,무역학,경영학,1
ott service,2024,5,경영학,신문방송학,1
out,2022,6,경제학,법학,1
out,2022,6,법학,경제학,1
out,2022,12,경제학,법학,1
out,2022,12,법학,경제학,1
out,2023,6,경제학,법학,1
out,2023,6,법학,경제학,1
out,2024,4,법학,경제학,1
out,2024,6,경제학,법학,1
out,2024,10,법학,경제학,1
out,2024,11,경제학,법학,1
out-of-school youth,2021,6,교육학,행정학,1
out-of-school youth,2021,6,사회과학 일반,교육학,1
out-of-school youth,2021,8,행정학,사회과학 일반,1
out-of-school youth,2021,10,사회과학 일반,교육학,1
out-of-school youth,2022,4,교육학,사회학,1
out-of-school youth,2022,8,사회학,지리학,1
out-of-school youth,2022,12,지리학,행정학,1
out-of-school youth,2023,3,교육학,행정학,1
out-of-school youth,2023,3,행정학,교육학,2
out-of-school youth,2023,8,교육학,사회과학 일반,1
out-of-school youth,2023,10,사회과학 일반,사회학,1
out-of-school youth,2023,11,사회학,사회과학 일반,1
out-of-school youth,2024,7,사회과학 일반,사회학,1
out-of-school youth,2024,8,사회과학 일반,교육학,1
out-of-school youth,2024,8,사회학,사회과학 일반,1
out-of-school youth,2024,11,교육학,사회과학 일반,1
out-of-school youth,2025,4,사회과학 일반,사회학,1
out-of-school youth,2025,8,사회과학 일반,지리학,1
out-of-school youth,2025,8,사회학,사회과학 일반,1
out-of-school youth,2025,8,지리학,사회학,1
out-of-school youth,2025,11,사회학,사회과학 일반,1
output,2021,9,법학,군사학,1
output,2021,10,군사학,경제학,1
output,2024,3,경제학,법학,1
output,2024,4,법학,경제학,1
output,2025,3,경제학,법학,1
output,2025,4,법학,경제학,1
output,2025,6,경제학,군사학,1
output,2025,8,군사학,경제학,1
outside,2021,5,법학,사회과학 일반,1
outside,2021,9,사회과학 일반,법학,1
outside,2022,8,법학,경제학,1
outside,2022,10,경제학,법학,1
outsourcing,2022,5,지리학,법학,1
outsourcing,2022,9,법학,행정학,1
outsourcing,2022,10,행정학,경제학,1
outsourcing,2023,3,경제학,법학,1
outsourcing,2023,4,법학,경제학,1
outsourcing,2023,6,경영학,군사학,1
outsourcing,2023,6,경제학,경영학,1
outsourcing,2023,11,군사학,경영학,1
outsourcing,2024,3,경영학,신문방송학,1
outsourcing,2024,9,신문방송학,지리학,1
outsourcing,2024,12,경영학,법학,1
outsourcing,2024,12,지리학,경영학,1
over,2021,6,법학,문헌정보학,1
over,2021,8,문헌정보학,법학,1
over,2021,12,법학,경제학,1
over,2022,6,경제학,법학,1
over,2022,11,법학,경제학,1
over,2022,12,경제학,법학,1
over,2022,12,법학,경제학,1
over,2023,2,경제학,법학,1
over,2023,6,법학,경제학,1
over,2023,12,경제학,법학,1
over,2024,3,경제학,법학,1
over,2024,3,법학,경제학,1
over,2024,11,경제학,법학,1
over,2024,11,법학,경제학,1
over,2025,2,군사학,법학,1
over,2025,2,법학,군사학,1
overconfidence,2021,8,경영학,사회과학 일반,1
overconfidence,2021,8,사회과학 일반,경영학,1
overconfidence,2022,3,경영학,교육학,1
overconfidence,2022,4,교육학,경영학,1
overconfidence,2022,10,경영학,경제학,1
overconfidence,2022,12,경제학,경영학,1
overconfidence,2023,8,경영학,경제학,1
overconfidence,2023,10,경제학,경영학,1
overconfidence,2023,12,경영학,법학,1
overconfidence,2024,6,법학,교육학,1
overconfidence,2024,8,교육학,경영학,1
overlapping,2022,2,경제학,법학,1
overlapping,2023,6,법학,사회학,1
overlapping,2025,2,사회학,법학,1
overseas,2021,7,법학,경제학,1
overseas,2021,11,경제학,법학,1
overseas,2024,9,법학,교육학,1
overseas,2024,12,교육학,군사학,1
overseas,2025,3,군사학,법학,1
overseas,2025,9,법학,군사학,1
overseas,2025,10,경제학,법학,1
overseas,2025,10,군사학,경제학,1
overseas direct purchase,2024,8,무역학,경영학,1
overseas direct purchase,2024,12,경영학,사회과학 일반,1
overseas direct purchase,2025,2,사회과학 일반,무역학,1
overtime,2023,6,법학,지리학,1
overtime,2024,3,지리학,법학,1
overtime,2024,9,법학,지리학,1
overtourism,2021,6,지리학,관광학,1
overtourism,2022,6,관광학,지리학,1
overtourism,2022,8,지리학,관광학,1
owned,2023,4,법학,경제학,1
owned,2023,5,경제학,법학,1
owned,2023,10,법학,경제학,1
owned,2023,11,경제학,법학,1
owned,2025,7,법학,경제학,1
owned,2025,9,경제학,법학,1
owner,2021,9,경제학,법학,1
owner,2021,9,법학,경제학,1
owner,2023,2,법학,경제학,1
owner,2023,3,경제학,법학,1
owner,2023,4,법학,경영학,1
owner,2023,8,경영학,법학,1
owner,2025,7,법학,경제학,1
owner,2025,9,경제학,법학,1
ownership,2021,4,법학,지리학,1
ownership,2021,4,지리학,경제학,1
ownership,2021,5,경제학,법학,1
ownership,2021,7,법학,경제학,1
ownership,2021,8,경제학,법학,1
ownership,2021,11,법학,경제학,1
ownership,2021,12,경제학,사회과학 일반,1
ownership,2021,12,사회과학 일반,법학,1
ownership,2022,2,경제학,법학,1
ownership,2022,2,법학,경제학,2
ownership,2022,4,경제학,법학,1
ownership,2022,4,법학,경제학,1
ownership,2022,6,경제학,정치외교학,1
ownership,2022,6,정치외교학,법학,1
ownership,2022,12,경영학,법학,1
ownership,2022,12,법학,경영학,1
ownership,2023,2,경제학,법학,1
ownership,2023,2,법학,경제학,1
ownership,2023,4,법학,경제학,1
ownership,2023,5,경제학,법학,1
ownership,2023,6,법학,경제학,1
ownership,2023,9,경제학,법학,1
ownership,2023,11,경제학,법학,1
ownership,2023,11,법학,경제학,1
ownership,2023,12,경제학,법학,2
ownership,2023,12,법학,경제학,2
ownership,2024,6,법학,사회과학 일반,1
ownership,2024,8,사회과학 일반,법학,1
ownership,2024,10,법학,경제학,1
ownership,2024,11,경제학,법학,1
ownership,2025,2,법학,경제학,1
ownership,2025,3,경제학,법학,1
ownership,2025,4,경제학,법학,1
ownership,2025,4,법학,경제학,2
ownership,2025,5,경제학,법학,1
ownership,2025,7,법학,경제학,1
ownership,2025,8,경제학,법학,1
ownership structure,2021,12,경영학,지리학,1
ownership structure,2022,3,지리학,경영학,1
ownership structure,2022,11,경영학,지리학,1
ownership structure,2023,2,지리학,경영학,1
ownership structure,2024,3,경영학,사회학,1
ownership structure,2024,6,사회학,경영학,1
pacific,2021,9,법학,정치외교학,1
pacific,2021,11,정치외교학,법학,1
pacific,2022,3,법학,군사학,1
pacific,2022,12,군사학,법학,1
pacific,2024,6,법학,군사학,1
pacific,2024,8,군사학,법학,1
pacific,2024,9,법학,군사학,1
pacific,2025,11,군사학,법학,1
paid,2024,6,경제학,법학,1
paid,2024,6,법학,경제학,1
pakistan,2021,6,정치외교학,지리학,1
pakistan,2021,6,지리학,군사학,1
pakistan,2021,9,군사학,사회학,1
pakistan,2021,11,사회학,지리학,1
pakistan,2022,3,지리학,군사학,1
pakistan,2023,2,군사학,지리학,1
pakistan,2023,3,지리학,사회학,1
pakistan,2023,6,사회학,군사학,1
pakistan,2023,10,군사학,지리학,1
pakistan,2023,10,지리학,군사학,1
pakistan,2023,11,군사학,지리학,1
pakistan,2024,9,지리학,군사학,1
pakistan,2024,12,군사학,정치외교학,1
pakistan,2025,2,정치외교학,지리학,1
pakistan,2025,2,지리학,법학,1
pakistan,2025,6,법학,정치외교학,1
pakistan,2025,9,정치외교학,군사학,1
pandemic,2021,1,관광학,지리학,1
pandemic,2021,2,교육학,사회학,1
pandemic,2021,2,지리학,교육학,1
pandemic,2021,3,경제학,사회학,1
pandemic,2021,3,법학,경제학,1
pandemic,2021,3,사회학,법학,1
pandemic,2021,4,사회과학 일반,사회학,1
pandemic,2021,4,사회학,사회과학 일반,1
pandemic,2021,5,사회학,법학,1
pandemic,2021,6,법학,교육학,1
pandemic,2021,6,법학,지리학,1
pandemic,2021,6,지리학,법학,1
pandemic,2021,7,교육학,관광학,1
pandemic,2021,8,관광학,지리학,1
pandemic,2021,8,법학,교육학,1
pandemic,2021,8,지리학,법학,1
pandemic,2021,9,교육학,정치외교학,1
pandemic,2021,9,법학,행정학,1
pandemic,2021,9,정치외교학,지리학,1
pandemic,2021,9,지리학,법학,1
pandemic,2021,10,관광학,신문방송학,1
pandemic,2021,10,교육학,사회학,1
pandemic,2021,10,사회학,교육학,1
pandemic,2021,10,신문방송학,교육학,1
pandemic,2021,10,행정학,관광학,1
pandemic,2021,11,교육학,관광학,1
pandemic,2021,12,경영학,정치외교학,1
pandemic,2021,12,관광학,경영학,1
pandemic,2021,12,법학,인류학,1
